,flight_id,initial_alt,time_to_buffet,time_from_buffet_to_uncommanded_descent,magnitude_of_uncommanded_descent,time_from_buffet_to_uncommanded_roll,magnitude_of_uncommanded_roll,period_of_uncommanded_roll,initial_airspeed,time_from_buffet_to_uncommanded_descent_high,magnitude_of_uncommanded_descent_high,time_from_buffet_to_positive_angle_of_attack,max_angle_of_attack,rate_of_change_in_angle_of_attack,cur_time,alt_noise,alt_noise_buffet,airspeed_noise,airspeed_noise_buffet,cur_altitude,cur_avg_altitude,cur_airspeed,cur_avg_airspeed,roll,vertical_speed,cur_avg_vertical_speed,angle_of_attack,flight_path_angle,cur_avg_flight_path_angle,pitch_angle,sign_flag
0,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,0,-1.944065,-26.403212,1.761392,-10.340266,31599,31599,148,148,0,0,0,0,0,0,0,1
1,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,0.1,0.466801,-31.432957,-1.814352,-7.359479,31599.4668,31599.2334,146.185648,147.092824,0,4.66801,2.334005,0,1.830019,0.90925,1.830019,1
2,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,0.2,1.892593,1.003409,-1.068094,-4.224167,31600.89259,31599.78646,146.931906,147.0391847,0,14.25792,6.308643333,0,5.569018,2.459183,5.569018,1
3,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,0.3,0.759384,-5.793762,1.887561,-1.21984,31599.75938,31599.77969,149.887561,147.7512788,0,-11.33209,1.89846,0,-4.336243,0.736269,-4.336243,1
4,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,0.4,6.167673,-1.201518,-7.696561,5.772544,31605.16767,31600.85729,140.303439,146.2617108,0,54.08289,12.335346,0,22.674646,4.838286,22.674646,1
5,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,0.5,-3.148601,-2.787331,1.416477,-6.931765,31595.8514,31600.02298,149.416477,146.7875052,0,-93.16274,-5.247668333,0,-38.575786,-2.048917,-38.575786,1
6,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,0.6,3.99274,14.243908,4.426122,-15.13905,31602.99274,31600.44723,152.426122,147.5930219,0,71.41341,5.703914286,0,27.939784,2.214981,27.939784,1
7,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,0.7,3.98206,5.526218,3.184128,-0.45963,31602.98206,31600.76408,151.184128,148.0419101,0,-0.1068,4.977575,0,-0.040478,1.926946,-0.040478,1
8,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,0.8,-7.282126,5.539558,3.632027,3.061113,31591.71787,31599.75895,151.632027,148.440812,0,-112.64186,-8.091251111,0,-47.979429,-3.124872,-47.979429,1
9,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,0.9,-2.555108,-16.03722,-1.615765,-0.054336,31596.44489,31599.42754,146.384235,148.2351543,0,47.27018,-2.555108,0,18.840904,-0.987721,18.840904,1
10,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,1,3.613386,-2.077127,6.115882,-10.207687,31602.61339,31599.71716,154.115882,148.7697659,0,61.68494,3.284896364,0,23.59557,1.26531,23.59557,1
11,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,1.1,0.297119,18.391255,2.67061,1.010643,31599.29712,31599.68216,150.67061,148.9281696,0,-33.16267,0.247599167,0,-12.71587,0.095264,-12.71587,1
12,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,1.2,-0.27783,7.538083,-7.75984,-3.657157,31598.72217,31599.60831,140.24016,148.2598612,0,-5.74949,-0.213715385,0,-2.349813,-0.082598,-2.349813,1
13,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,1.3,-2.084158,-0.051374,-7.535106,0.759725,31596.91584,31599.416,140.464894,147.7030778,0,-18.06328,-1.488684286,0,-7.389036,-0.577531,-7.389036,1
14,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,1.4,2.108941,0.438421,1.826225,-4.842811,31601.10894,31599.52886,149.826225,147.8446209,0,41.93099,1.405960667,0,16.253294,0.544915,16.253294,1
15,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,1.5,0.046679,-19.210386,4.236056,-7.330974,31599.04668,31599.49872,152.236056,148.1190856,0,-20.62262,0.029174375,0,-7.786069,0.011286,-7.786069,1
16,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,1.6,2.884957,12.072557,-2.587613,4.168253,31601.88496,31599.63909,145.412387,147.9598681,0,28.38278,1.697033529,0,11.256546,0.65722,11.256546,1
17,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,1.7,-10.80564,8.931168,6.248819,5.964039,31588.19436,31599.00327,154.248819,148.3092542,0,-136.90597,-6.003133333,0,-62.573546,-2.319973,-62.573546,1
18,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,1.8,3.478208,-10.353036,-1.987021,10.196937,31602.47821,31599.18616,146.012979,148.1883976,0,142.83848,1.830635789,0,78.036427,0.70787,78.036427,1
19,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,1.9,3.777876,5.563473,-1.591067,3.498849,31602.77788,31599.36575,146.408933,148.0994244,0,2.99668,1.888938,0,1.172891,0.730854,1.172891,1
20,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,2,-3.002215,-4.108826,-0.507339,-7.669002,31595.99779,31599.21564,147.492661,148.0740575,0,-67.80091,-1.5011075,0,-27.369125,-0.580891,-27.369125,1
21,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,2.1,-0.061056,-23.383107,-3.30003,-11.75934,31598.93894,31599.18924,144.69997,147.9997736,0,29.41159,-0.2639285,0,11.728473,-0.102183,11.728473,1
22,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,2.2,2.307495,3.71423,11.611202,-8.288563,31601.3075,31599.20999,159.611202,148.6337384,0,23.68551,0.207451,0,8.534557,0.079975,8.534557,1
23,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,2.3,-2.359837,-15.222303,5.462988,6.830927,31596.64016,31599.05403,153.462988,148.8125097,0,-46.67332,-1.5596105,0,-17.707378,-0.600536,-17.707378,1
24,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,2.4,11.171708,-14.111332,0.964867,-5.503748,31610.17171,31599.30423,148.964867,149.2455811,0,135.31545,2.5020175,0,65.286084,0.960647,65.286084,1
25,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,2.5,-8.847108,-6.315894,-10.217042,-13.028649,31590.15289,31599.0193,137.782958,148.6639052,0,-200.18816,-2.8492535,0,-90.00663,-1.098264,-90.00663,1
26,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,2.6,-3.407561,-6.086884,-2.683073,-18.362485,31595.59244,31598.64929,145.316927,148.3084454,0,54.39547,-3.7001505,0,21.984096,-1.429727,21.984096,1
27,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,2.7,-9.357173,2.41606,0.419163,-7.267328,31589.64283,31597.98233,148.419163,148.1701972,0,-59.49612,-6.6696165,0,-23.634036,-2.580129,-23.634036,1
28,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,2.8,-5.44264,-0.434576,-8.404843,16.061209,31593.55736,31598.0743,139.595157,147.5683537,0,39.14533,0.919743,0,16.286497,0.357134,16.286497,1
29,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,2.9,-3.115653,-1.044352,3.122003,-3.620324,31595.88435,31598.04627,151.122003,147.8052421,0,23.26987,-0.2802725,0,8.858337,-0.108654,8.858337,1
30,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,3,6.450467,-2.329403,-7.199308,-4.532288,31605.45047,31598.18813,140.800692,147.1394826,0,95.6612,1.4185405,0,42.800598,0.552426,42.800598,1
31,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,3.1,5.802692,15.766973,-3.289651,1.290219,31604.80269,31598.46341,144.710349,146.8414695,0,-6.47775,2.7527865,0,-2.565809,1.074246,-2.565809,1
32,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,3.2,6.982206,-7.972019,6.401244,-1.918946,31605.98221,31598.82641,154.401244,147.5495237,0,11.79514,3.630018,0,4.381575,1.409839,4.381575,1
33,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,3.3,-5.120816,19.084611,9.749128,7.071807,31593.87918,31598.67458,157.749128,148.4137354,0,-121.03022,-1.518329,0,-50.109686,-0.586211,-50.109686,1
34,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,3.4,-5.92227,-17.890185,-12.888892,-2.396599,31593.07773,31598.27302,135.111108,147.6779796,0,-8.01454,-4.0156055,0,-3.400926,-1.558273,-3.400926,1
35,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,3.5,-0.074042,-13.914941,0.437303,-10.983431,31598.92596,31598.26698,148.437303,147.4880419,0,58.48228,-0.0603605,0,23.204483,-0.02345,23.204483,1
36,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,3.6,-4.574239,18.227999,-1.036995,22.184021,31594.42576,31597.89402,146.963005,147.5655728,0,-45.00197,-3.729598,0,-17.832464,-1.448364,-17.832464,1
37,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,3.7,-5.011941,0.986066,-10.435765,3.449087,31593.98806,31598.18371,137.564235,146.7313436,0,-4.37702,2.8968495,0,-1.82348,1.131321,-1.82348,1
38,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,3.8,0.657226,13.203277,4.846478,4.259842,31599.65723,31598.04266,152.846478,147.0730186,0,56.69167,-1.410491,0,21.773105,-0.549539,21.773105,1
39,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,3.9,3.475187,-3.398118,0.305459,-4.544217,31602.47519,31598.02752,148.305459,147.1678449,0,28.17961,-0.1513445,0,10.95421,-0.058926,10.95421,1
40,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,4,-9.266262,-1.984307,-3.771925,1.959394,31589.73374,31597.71432,144.228075,147.0046156,0,-127.41449,-3.1320235,0,-62.062724,-1.220904,-62.062724,1
41,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,4.1,-4.248359,19.827737,7.327118,-16.32718,31594.75164,31597.50495,155.327118,147.535973,0,50.17903,-2.0936515,0,18.849101,-0.813159,18.849101,1
42,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,4.2,-1.841402,-4.636408,-1.796813,-9.852894,31597.1586,31597.29751,146.203187,146.8655722,0,24.06957,-2.0744485,0,9.476494,-0.809379,9.476494,1
43,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,4.3,0.777926,2.84069,3.806139,3.410889,31599.77793,31597.4544,151.806139,146.7827298,0,26.19328,1.5688815,0,9.936513,0.61246,9.936513,1
44,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,4.4,-0.610422,-4.324021,-2.400758,-6.627499,31598.38958,31596.86529,145.599242,146.6144485,0,-13.88348,-5.891065,0,-5.472102,-2.302972,-5.472102,1
45,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,4.5,6.339362,-1.124093,3.560673,6.164616,31605.33936,31597.62461,151.560673,147.3033343,0,69.49784,7.593235,0,27.295461,2.955027,27.295461,1
46,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,4.6,-5.922209,6.153936,-4.403584,-6.407643,31593.07779,31597.49888,143.596416,147.2173087,0,-122.61571,-1.257324,0,-58.641769,-0.489382,-58.641769,1
47,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,4.7,2.64602,4.791728,1.055256,9.88502,31601.64602,31598.09904,149.055256,147.2491134,0,85.68229,6.0015965,0,35.090715,2.336087,35.090715,1
48,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,4.8,2.903651,-8.324466,2.787205,-11.689916,31601.90365,31598.51636,150.787205,147.8087158,0,2.57631,4.1731455,0,0.97906,1.61799,0.97906,1
49,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,4.9,3.565655,-7.891891,13.708668,-24.387974,31602.56566,31598.85042,161.708668,148.338049,0,6.62004,3.340654,0,2.346407,1.290536,2.346407,1
50,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,5,4.43955,10.867621,7.80581,-5.583268,31603.43955,31598.74988,155.80581,149.0883049,0,8.73895,-1.0054585,0,3.215572,-0.386437,3.215572,1
51,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,5.1,-3.66042,9.163504,-6.353898,-13.716033,31595.33958,31598.27672,141.646102,148.9350926,0,-80.9997,-4.731556,0,-34.881595,-1.820684,-34.881595,1
52,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,5.2,-2.004687,-0.130935,-3.460262,-22.799724,31596.99531,31597.82738,144.539738,148.4420173,0,16.55733,-4.4934465,0,6.578276,-1.734777,6.578276,1
53,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,5.3,-0.143808,5.651155,4.194547,-7.473976,31598.85619,31598.07623,152.194547,148.1642882,0,18.60879,2.488504,0,7.023632,0.962432,7.023632,1
54,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,5.4,-7.281061,-11.413763,3.054924,4.848895,31591.71894,31598.00829,151.054924,148.961479,0,-71.37253,-0.6793955,0,-28.19838,-0.261339,-28.19838,1
55,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,5.5,-7.908951,14.082483,-2.126737,0.555738,31591.09105,31597.61654,145.873263,148.833277,0,-6.2789,-3.9174545,0,-2.467156,-1.508373,-2.467156,1
56,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,5.6,6.293635,4.997326,5.833699,2.607844,31605.29364,31598.15993,153.833699,149.1768117,0,142.02586,5.433937,0,67.409828,2.08768,67.409828,1
57,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,5.7,-0.201418,-23.527075,8.69797,2.699317,31598.79858,31598.40046,156.69797,150.1334985,0,-64.95053,2.4052615,0,-24.489324,0.918032,-24.489324,1
58,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,5.8,-3.552846,11.014245,2.587115,6.07155,31595.44715,31598.18996,150.587115,150.0205303,0,-33.51428,-2.105036,0,-12.860234,-0.80404,-12.860234,1
59,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,5.9,-2.100704,-5.729392,-2.688188,3.565752,31596.8993,31597.91116,145.311812,149.870848,0,14.52142,-2.7879455,0,5.735725,-1.065974,5.735725,1
60,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,6,-1.547072,-7.136023,4.775561,-18.257236,31597.45293,31598.29712,152.775561,150.2982223,0,5.53632,3.859595,0,2.076907,1.471602,2.076907,1
61,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,6.1,-4.632821,-3.59055,-5.303256,-6.853813,31594.36718,31598.2779,142.696744,149.6667036,0,-30.85749,-0.192231,0,-12.489512,-0.073596,-12.489512,1
62,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,6.2,7.149854,-10.152708,-0.185514,4.260415,31606.14985,31598.72746,147.814486,149.7472685,0,117.82675,4.495628,0,52.860406,1.720487,52.860406,1
63,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,6.3,-5.628508,-5.883931,-4.237292,-12.342027,31593.37149,31598.40714,143.762708,149.345097,0,-127.78362,-3.203217,0,-62.733832,-1.229089,-62.733832,1
64,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,6.4,-3.783492,6.5725,0.516611,-0.026055,31595.21651,31598.24849,148.516611,149.4909654,0,18.45016,-1.586535,0,7.136794,-0.608131,7.136794,1
65,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,6.5,1.349863,5.802614,4.423847,20.745027,31600.34986,31597.99901,152.423847,149.5341241,0,51.33355,-2.4947495,0,19.682363,-0.956008,19.682363,1
66,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,6.6,-5.135785,-0.868222,2.824696,-4.326128,31593.86422,31598.03833,150.824696,149.8955381,0,-64.85648,0.393212,0,-25.470219,0.150312,-25.470219,1
67,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,6.7,-9.257532,2.295628,-8.503877,2.172495,31589.74247,31597.44316,139.496123,149.4175815,0,-41.21747,-5.951776,0,-17.187225,-2.283045,-17.187225,1
68,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,6.8,-0.151449,1.81856,4.114731,6.50356,31598.84855,31597.2904,152.114731,149.4839578,0,91.06083,-1.52755,0,36.774733,-0.585549,36.774733,1
69,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,6.9,-3.667974,0.154203,3.280425,-8.271193,31595.33203,31596.92872,151.280425,148.9625456,0,-35.16525,-3.6168145,0,-13.442391,-1.391382,-13.442391,1
70,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,7,1.108768,3.610127,-5.069039,-7.641616,31600.10877,31596.76218,142.930961,148.3188032,0,47.76742,-1.665391,0,19.52529,-0.643404,19.52529,1
71,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,7.1,11.036423,-13.248842,3.199024,1.147899,31610.03642,31597.49702,151.199024,148.7964493,0,99.27655,7.3484215,0,41.043739,2.830954,41.043739,1
72,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,7.2,-0.444133,0.793853,-1.09623,3.795054,31598.55587,31597.57505,146.90377,148.9146509,0,-114.80556,0.780277,0,-51.402071,0.30024,-51.402071,1
73,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,7.3,-2.601103,-14.392639,-6.589517,15.569788,31596.3989,31597.45218,141.410483,148.3754477,0,-21.5697,-1.2286475,0,-8.774366,-0.474488,-8.774366,1
74,0,31599,999,4,27,34,3,-4.94891,148,28,469,6,29,0.955949145,7.4,-5.063547,-17.598542,-3.424443,6.116456,31593.93645,31597.56306,144.575557,148.0514793,0,-24.62444,1.108757,0,-9.807281,0.429124,-9.807281,1
